label,size,mean,std,min,max
numpy_matrix_multiplication,500,0.005360817909240723,0.0005542947541395093,0.004753828048706055,0.006533145904541016
numpy_matrix_multiplication,1000,0.025128769874572753,0.0006401893674262298,0.02431201934814453,0.026185035705566406
numpy_matrix_multiplication,2000,0.11734371185302735,0.004282300717478118,0.11078906059265137,0.12726569175720215
numpy_matrix_multiplication,5000,1.3087495565414429,0.00814435131598986,1.299044132232666,1.3262948989868164
numpy_matrix_multiplication,10000,10.84787950515747,0.5338595769950614,9.76175308227539,11.470915079116821
numpy_matrix_inversion,500,0.006523585319519043,0.0002900351078657236,0.006274700164794922,0.007250070571899414
numpy_matrix_inversion,1000,0.0304689884185791,0.0006167147241276625,0.029114723205566406,0.03151202201843262
numpy_matrix_inversion,2000,0.1724477529525757,0.0029369780826736178,0.1684279441833496,0.17876219749450684
numpy_matrix_inversion,5000,2.233014178276062,0.009736773606340388,2.2206828594207764,2.2507529258728027
numpy_matrix_inversion,10000,16.71892912387848,0.6010276064494845,16.060582876205444,18.290839910507202
scipy_pairwise_euclidean_distance,500,0.07055270671844482,0.0010543929363906535,0.0693209171295166,0.07267498970031738
scipy_pairwise_euclidean_distance,1000,0.2768699645996094,0.005600353183451707,0.2688288688659668,0.2835068702697754
scipy_pairwise_euclidean_distance,2000,1.1385646343231202,0.007163017864187635,1.1320929527282715,1.1517059803009033
scipy_pairwise_euclidean_distance,5000,7.298702073097229,0.14475831067495334,7.1183459758758545,7.536325931549072
scipy_pairwise_euclidean_distance,8000,18.40131268501282,0.016647554022038286,18.391292810440063,18.45047402381897
numpy_linear_fit,30000,0.001669001579284668,0.0006943133008374168,0.0013697147369384766,0.0037431716918945312
numpy_linear_fit,70000,0.003137063980102539,0.00043399044950755524,0.002763986587524414,0.0042989253997802734
numpy_linear_fit,150000,0.00562131404876709,0.00035297840038519483,0.005346059799194336,0.006619930267333984
numpy_linear_fit,300000,0.011930537223815919,0.00018950537096682111,0.011721134185791016,0.012230873107910156
multiprocessing_fibonacci,100,0.22449443340301514,0.0036568105014003786,0.2201828956604004,0.23412299156188965
multiprocessing_fibonacci,200,0.42702810764312743,0.0019007188672830432,0.42493414878845215,0.43117380142211914
multiprocessing_fibonacci,300,0.6317580461502075,0.0017010355111751192,0.6291038990020752,0.6348490715026855
multiprocessing_fibonacci,500,1.0449666738510133,0.00616232987344702,1.040766954421997,1.0629618167877197
multiprocessing_fibonacci,1500,3.1035831212997436,0.009598330753978788,3.0927140712738037,3.1246888637542725
